PhilosopherID, Average Time (ns), Count, Total Time (ns)
9, 11111, 362613, 4029093076
10, 9401, 414896, 3900636114
11, 10324, 347418, 3586909321
12, 10474, 397168, 4160193284
13, 10651, 335125, 3569741862
14, 10308, 350708, 3615371165
15, 12817, 294271, 3771899490
16, 12670, 315654, 3999406590
17, 10004, 371452, 3716275796
18, 10545, 356348, 3757808791
19, 9979, 366736, 3659793914
20, 8490, 453812, 3853180456
21, 11512, 364688, 4198339285
22, 9246, 414019, 3828096850
23, 9566, 378637, 3622189510
24, 7870, 392166, 3086736359
25, 9132, 421868, 3852866289
26, 10939, 372155, 4071171186
27, 10890, 347035, 3779488769
28, 8821, 404635, 3569302258
29, 10767, 333843, 3594673775
30, 9942, 304558, 3028011716
31, 8535, 374426, 3195927464
32, 8452, 371360, 3138982839
33, 9079, 364164, 3306299357
34, 8490, 369843, 3140204405
35, 11872, 296571, 3520983373
36, 12989, 299083, 3884968417
37, 11909, 310567, 3698571452
38, 12853, 297996, 3830226593
39, 11838, 311951, 3693179001
40, 16155, 229662, 3710336684
41, 13845, 245308, 3396465875
42, 11534, 348509, 4019928049
43, 10381, 361570, 3753573468
44, 9840, 337349, 3319842499
45, 11253, 314514, 3539243012
46, 9763, 336881, 3288969592
47, 8911, 341573, 3043784604
48, 9502, 335968, 3192545840
49, 9163, 335780, 3077077543
50, 9262, 340740, 3156088519
51, 13690, 276017, 3778899176
52, 13656, 271514, 3707913616
53, 11486, 309867, 3559346686
54, 11016, 306579, 3377351992
55, 10220, 318091, 3251120056
56, 10666, 285629, 3046789388
57, 12666, 296277, 3752752711
58, 11664, 288211, 3361969993
59, 8969, 317477, 2847688226
60, 11129, 283082, 3150525022
61, 9230, 318088, 2936119284
62, 11255, 285841, 3217319052
63, 8829, 311693, 2752100081
64, 13601, 252112, 3428990260
65, 15045, 227223, 3418653729
66, 13580, 258639, 3512485381
67, 16429, 239315, 3931770535
68, 14654, 223068, 3269017054
69, 15513, 207849, 3224367201
70, 14862, 208077, 3092588718
71, 13650, 229920, 3138587385
72, 10460, 271127, 2836035534
73, 9914, 280044, 2776459606
74, 11496, 276017, 3173213983
75, 11985, 253839, 3042467401
76, 11001, 294509, 3239912104
77, 11309, 291942, 3301604668
78, 10560, 297592, 3142600586
79, 11095, 283039, 3140568856
80, 10684, 271499, 2900792484
81, 12433, 265247, 3297818694
82, 11317, 257972, 2919639135
83, 9141, 266499, 2436083037
84, 11472, 271022, 3109425368
85, 10053, 266064, 2674871670
86, 13074, 267818, 3501671992
87, 11680, 234195, 2735502470
88, 13033, 224994, 2932515333
89, 12773, 216975, 2771444583
90, 14388, 186869, 2688691501
91, 18759, 135402, 2540060980
92, 17398, 166404, 2895229818
93, 16018, 177176, 2838027869
94, 19192, 141678, 2719170692
95, 18455, 168824, 3115771981
96, 13594, 229752, 3123278860
97, 14592, 162515, 2371556311
98, 17657, 140685, 2484122779
99, 22864, 128586, 2940050666
0, 9074, 396228, 3595467715
1, 9759, 413674, 4037289956
2, 10544, 360264, 3798706701
3, 10731, 365973, 3927394733
4, 10833, 390075, 4225946773
5, 8447, 384734, 3249969250
6, 10061, 405487, 4079655071
7, 9059, 373310, 3381941947
8, 10066, 365295, 3677282798
9, 9213, 428931, 3952011732
10, 9792, 401273, 3929452280
11, 9776, 401075, 3921112417
12, 7771, 450643, 3502166082
13, 9221, 421110, 3883209540
14, 9683, 401847, 3891098504
15, 9910, 378629, 3752497292
16, 8686, 407161, 3536804053
17, 9680, 391719, 3791960320
18, 9113, 417817, 3807681775
19, 9840, 386797, 3806113119
20, 10930, 324229, 3543960640
21, 12271, 307617, 3774979525
22, 8414, 397542, 3345043484
23, 10230, 360089, 3684051681
24, 9065, 390301, 3538300113
25, 8817, 388062, 3421624736
26, 9736, 370359, 3606184670
27, 10086, 376626, 3798833953
28, 11696, 322004, 3766466007
29, 14670, 262793, 3855411484
30, 13182, 245100, 3231109224
31, 12961, 269977, 3499187319
32, 16184, 230336, 3727886838
33, 15334, 246343, 3777547055
34, 12121, 311541, 3776237867
35, 11817, 272521, 3220422388
36, 13053, 306727, 4003748253
37, 10454, 317181, 3315985309
38, 12107, 292055, 3536001027
39, 10791, 307561, 3319039641
40, 11076, 325423, 3604542032
41, 11118, 332188, 3693580008
42, 11928, 326778, 3898013201
43, 11203, 297649, 3334569194
44, 13723, 266840, 3662110624
45, 13360, 278609, 3722258757
46, 10676, 329330, 3515971408
47, 13365, 272839, 3646607605
48, 12383, 297294, 3681496685
49, 11788, 304938, 3594748853
50, 10619, 299254, 3178075343
51, 11273, 303160, 3417662401
52, 11632, 315459, 3669529785
53, 10650, 296850, 3161523218
54, 12643, 285995, 3615851555
55, 11359, 296693, 3370356800
56, 12734, 278869, 3551181827
57, 11479, 281108, 3227094422
58, 13860, 249124, 3452938162
59, 11310, 290858, 3289726601
60, 10467, 279927, 2930112931
61, 12088, 263004, 3179203478
62, 10894, 320185, 3488381025
63, 10909, 280143, 3056225898
64, 11158, 266822, 2977296299
65, 10932, 274191, 2997472957
66, 11396, 274642, 3130059177
67, 12570, 255765, 3215046777
68, 12146, 278368, 3381174663
69, 10205, 292751, 2987652257
70, 8557, 290364, 2484710423
71, 11384, 276399, 3146565230
72, 10540, 273965, 2887693383
73, 12231, 268866, 3288507966
74, 12074, 242785, 2931551940
75, 22258, 155619, 3463784295
76, 13115, 176501, 2314826973
77, 12557, 238013, 2988764440
78, 11660, 257508, 3002581468
79, 11245, 275798, 3101585605
80, 10738, 280311, 3010246764
81, 11458, 274951, 3150605743
82, 9610, 273847, 2631858550
83, 10209, 273387, 2791163628
84, 10065, 281477, 2833097878
85, 9641, 280138, 2701009390
86, 12234, 246611, 3017069924
87, 12517, 239485, 2997716042
88, 10476, 255655, 2678244398
89, 11237, 262858, 2953772962
90, 10912, 231375, 2524947370
91, 12755, 218247, 2783785605
92, 16325, 180381, 2944861689
93, 15726, 188177, 2959328947
94, 14198, 179913, 2554414796
95, 17871, 161310, 2882802027
96, 12098, 215965, 2612906946
97, 13848, 219045, 3033360804
98, 12989, 210376, 2732611892
99, 11558, 228166, 2637245680
